Title,Date,Volume,Issue,StartPage,EndPage,DOI
"Review: Dean of the Birdwatchers: A Biography of Ludlow Griscom|William E. Davis, Jr. Florida's Pioneer Naturalist: The Life of Charles Torrey Simpson|Elizabeth Ogren Rothra",1996,29,3,474,476,10.2307/4331413
Review: A History of the Ecosystem Concept in Ecology: More than the Sum of the Parts|Frank Benjamin Golley,1996,29,3,470,474,10.2307/4331412
"Review: The Molecular Vision of Life: Caltech, the Rockefeller Foundation, and the Rise of the New Biology|Lily E. Kay",1996,29,3,477,479,10.2307/4331414
"From the Regulatory Vision of Cancer to the Oncogene Paradigm, 1975-1985",1997,30,1,1,29,10.2307/4331417
Galen's Critique of Rationalist and Empiricist Anatomy,1997,30,1,35,54,10.2307/4331419
Goldschmidt and the Evolutionary Synthesis: A Response,1997,30,1,31,33,10.2307/4331418
Review: Medieval Herbals: The Illustrative Tradition|Minta Collins,2001,34,2,420,421,10.2307/4331678
"Review: Proteins, Enzymes, Genes: The Interplay of Chemistry and Biology|Joseph S. Fruton",2001,34,2,413,415,10.2307/4331675
Review: Francis Crick and James Watson and the Building Blocks of Life|Edward Edelson,2001,34,2,411,413,10.2307/4331674
Review: Natural Particulars: Nature and the Disciplines in Renaissance Europe|Anthony Grafton;Nancy Siraisi,2001,34,2,418,419,10.2307/4331677
"Review: Shaping Biology: The National Science Foundation and American Biological Research, 1945-1975|Toby A. Appel",2001,34,2,415,418,10.2307/4331676
Review: The Concept of the Gene in Development and Evolution|Raphael Falk;Hans-Jorg Rheinberger;Peter Beurton,2001,34,2,406,407,10.2307/4331671
Review: The Evolution Wars: A Guide to the Debates|Michael Ruse,2001,34,2,403,405,10.2307/4331670
Review: Abraham Lincoln's DNA and Other Adventures in Genetics|Philip R. Reilly,2001,34,2,409,411,10.2307/4331673
Review: Histoire de la notion de gène|André Pichot,2001,34,2,408,409,10.2307/4331672
"R. A. Fisher, Lancelot Hogben, and the Origin(s) of Genotype-Environment Interaction",2008,41,4,717,761,10.2307/40271518
Review: On the Nature of the Limbs: A Discourse|Richard Owen,2008,41,4,763,766,10.2307/40271519
Selling Pure Science in Wartime: The Biochemical Genetics of G. W. Beadle,1989,22,1,73,101,10.2307/4331079
John Herschel and Charles Darwin: A Study in Parallel Lives,1989,22,1,1,71,10.2307/4331078
Review: Aldo Leopold: His Life and Work|Curt Meine,1988,21,3,525,526,10.2307/4331075
"Review: Henry William Ravenel, 1814-1887: South Carolina Scientist in the Civil War Era|Tamara Miner Haygood",1988,21,3,524,525,10.2307/4331074
"Review: Time's Arrow, Time's Cycle: Myth and Metaphor in the Discovery of Geological Time|Stephen Jay Gould",1988,21,3,522,523,10.2307/4331073
Review: Controlling Life: Jacques Loeb and the Engineering Ideal in Biology|Philip J. Pauly,1988,21,3,521,522,10.2307/4331072
The Correspondence of the Young Darwin,1988,21,3,501,519,10.2307/4331071
"The Significance of Temminck's Work on Biogeography: Early Nineteenth Century Natural History in Leiden, the Netherlands",2008,41,4,677,716,10.2307/40271517
A Man of His Time: Thorstein Veblen and the University of Chicago Darwinists,2012,46,,669,698,10.1007/s10739-012-9342-8
"The Origin of the ""Origin"" Revisited",1977,10,2,229,316,10.2307/4330676
"Experimentalists and Naturalists in Twentieth-Century Botany: Experimental Taxonomy, 1920-1950",1984,17,2,249,270,10.2307/4330893
"Charles Lyell's ""Antiquity of Man"" and Its Critics",1984,17,2,153,187,10.2307/4330890
Robert E. Grant: The Social Predicament of a Pre-Darwinian Transmutationist,1984,17,2,189,223,10.2307/4330891
The Place of Man in the Development of Darwin's Theory of Transmutation: Part I. To July 1837,1974,7,2,217,258,10.2307/4330614
The Rise and Fall of Darwin's First Theory of Transmutation,1974,7,2,259,273,10.2307/4330615
"The Initial Reactions of French Biologists to Darwin's ""Origin of Species""",1974,7,2,275,300,10.2307/4330616
Charles Darwin's Debt to Malthus and Edward Blyth,1974,7,2,301,318,10.2307/4330617
Victor Hensen and the Development of Sampling Methods in Ecology,1974,7,2,319,337,10.2307/4330618
Immune Balance: The Development of the Idea and Its Applications,2013,47,,411,442,10.1007/s10739-013-9370-z
"Hugo De Vries and the Reception of the ""Mutation Theory""",1969,2,1,55,87,10.2307/4330507
Review: Black Apollo of Science: The Life of Ernest Everett Just|Kenneth R. Manning,1984,17,2,,,10.2307/4330897
Early Modern Experimentation on Live Animals,2012,46,,199,226,10.1007/s10739-012-9327-7
William Bateson and the Promise of Mendelism,1977,10,1,87,106,10.2307/4330670
The Darwin Reading Notebooks (1838-1860),1977,10,1,107,153,10.2307/4330671
The Isolated Spanish Genius: Myth or Reality? Félix de Azara and the Birds of Paraguay,1983,16,2,225,258,10.2307/4330856
"The History of Ecology: Achievements and Opportunities, Part One",1983,16,2,259,310,10.2307/4330857
Images and Ideas: Leeuwenhoek's Perception of the Spermatozoa,1983,16,2,185,224,10.2307/4330855
Review: Aristotle on Mind and the Senses. Proceedings of the Seventh Symposium Aristotelicum|G. E. R. Lloyd;G. E. L. Owen,1983,16,1,181,183,10.2307/4330852
Review: Materialism and Society in the Mid-Eighteenth Century: La Mettrie's Discours préliminaire|Ann Thomson,1983,16,1,180,181,10.2307/4330850
Review: Icones anatomicae corporis humani: A Facsimile Portfolio|Albrecht von Haller,1983,16,1,,,10.2307/4330851
Review: The Transcendent Science: Kant's Conception of Biological Methodology|Clark Zumbach,1985,18,3,441,443,10.2307/4330951
Review: Discoverers of the Lost World: An Account of Some of Those Who Brought Back to Life South American Mammals Long Buried in the Abyss of Time|George Gaylord Simpson,1985,18,3,440,441,10.2307/4330950
Editorial Introduction,2012,45,1,,,10.2307/41488439
Biogeography and the Genesis of Darwin's Ideas on Transmutation,1981,14,1,1,41,10.2307/4330773
Review: Aristotle's De Motu Animalium|Martha Craven Nussbaum,1980,13,2,351,356,10.2307/4330770
Review: Drawing Lines in the Forest: Creating Wilderness Areas in the Pacific Northwest|Kevin R. Marsh,2008,41,2,406,408,10.2307/29737558
Review: Inventing the Indigenous: Local Knowledge and Natural History in Early Modern Europe|Alix Cooper,2008,41,2,389,391,10.2307/29737552
Review: Bursting the Limits of Time. The Reconstruction of Geohistory in the Age of Revolution|Martin J. S. Rudwick,2008,41,2,391,394,10.2307/29737553
"Distinguishing Drift and Selection Empirically: ""The Great Snail Debate"" of the 1950s",2008,41,2,339,367,10.2307/29737550
The Spatial Turn: Geographical Approaches in the History of Science,2008,41,2,369,388,10.2307/29737551
Review: Breeding Contempt: A History of Coerced Sterilization in the United States|Mark A. Largent,2008,41,2,400,403,10.2307/29737556
Review: The Pauling Catalog: The Linus and Ava Helen Papers at Oregon State University|Chris Peterson;Cliff Mead,2008,41,2,403,406,10.2307/29737557
Review: The Evolutionary Imagination in Late-Victorian Novels. An Entangled Bank|John Glendening,2008,41,2,394,398,10.2307/29737554
Review: The Humboldt Current: Nineteenth-Century Exploration and the Roots of American Environmentalism|Aaron Sachs,2008,41,2,398,400,10.2307/29737555
"Review: Imperial Ecology: Environmental Order in the British Empire, 1895-1945|Peder Anker",2002,35,2,392,394,10.2307/4331741
Review: The Perversion of Knowledge: The True Story of Soviet Science|Vadim J. Birstein,2002,35,2,389,392,10.2307/4331740
Origin of the Species and Genus Concepts: An Anthropological Perspective,1987,20,2,195,279,10.2307/4331011
Review: Animal Ecology|Charles Elton,2002,35,2,396,397,10.2307/4331743
The Case of Paul Kammerer: Evolution and Experimentation in the Early 20th Century,2006,39,3,525,563,10.2307/4332032
"""The 'Domestication' of Heredity: The Familial Organization of Geneticists at Cambridge University, 1895-1910""",2006,39,3,565,605,10.2307/4332033
"Another Daubenton, Another Histoire naturelle",2006,39,3,457,491,10.2307/4332030
Living Precisely in Fin-de-Siècle Vienna,2006,39,3,493,523,10.2307/4332031
"Rivers Through Time: Historical Changes in the Riparian Vegetation of the Semi-Arid, Winter Rainfall Region of South Africa in Response to Climate and Land Use",2011,44,1,59,80,10.2307/41488388
Worldviews in Collision: Recent Literature on the Creation-Evolution Divide,2006,39,3,607,635,10.2307/4332034
"Review: Building a Better Race: Gender, Sexuality, and Eugenics from the Turn of the Century to the Baby Boom|Wendy Kline",2002,35,2,400,402,10.2307/4331745
Feminism and the Biological Construction of Female and Male Behavior,1994,27,1,61,90,10.2307/4331296
Review: Gregor Mendel and the Roots of Genetics|Edward Edelson,2002,35,2,404,406,10.2307/4331747
Review: Genetic Prehistory in Selective Breeding: A Prelude to Mendel|Roger Wood;Vitězslav Orel,2002,35,2,402,404,10.2307/4331746
"Translocal Ecologies: The Norfolk Broads, the ""Natural,"" and the International Phytogeographical Excursion, 1911",2011,44,1,15,41,10.2307/41488386
Ancient Deforestation Revisited,2011,44,1,43,57,10.2307/41488387
Introduction: Environmental History and the History of Biology,2011,44,1,1,14,10.2307/41488385
"French Roots of French Neo-Lamarckisms, 1879-1985",2011,44,4,713,744,10.2307/41488430
A Web of Controversies: Complexity in the Burgess Shale Debate,2011,44,4,745,780,10.2307/41488431
"Malaria: Origin of the Term ""Hypnozoite""",2011,44,4,781,786,10.2307/41488432
"Review: Bodies of Knowledge: Sexuality, Reproduction, and Women's Health in the Second Wave|Wendy Kline",2011,44,4,787,789,10.2307/41488433
Review: The Man Who Saved Sea Turtles: Archie Carr and the Origins of Conservation Biology|Frederick Rowe Davis,2011,44,4,791,792,10.2307/41488434
Review: Among African Apes: Stories and Photos from the Field|Martha M. Robbins;Christophe Boesch,2011,44,4,793,795,10.2307/41488435
Review: The Science and Humanism of Stephen Jay Gould|Richard York;Brett Clark,2011,44,4,797,799,10.2307/41488436
Rabid Epidemiologies: The Emergence and Resurgence of Rabies in Twentieth Century South Africa,2011,44,1,81,101,10.2307/41488389
"Review: Charles Darwin, 1809-1882, Anton Dohrn, 1840-1909: Correspondence|Charles Darwin;Anton Dohrn;Christiane Groeben",1983,16,3,,,10.2307/4330872
Review: Color Vision in the Nineteenth Century: The Young-Helmholtz-Maxwell Theory|Paul D. Sherman,1983,16,3,446,447,10.2307/4330873
"Book Review: Carmel Finley, All the Fish in the Sea: Maximum Sustainable Yield and the Failure of Fisheries Management",2013,46,,323,325,10.1007/s10739-013-9357-9
A Delicate Adjustment: Wallace and Bates on the Amazon and “The Problem of the Origin of Species”,2014,47,,627,659,10.1007/s10739-014-9378-z
"Human Genetics and Politics as Mutually Beneficial Resources: The Case of the Kaiser Wilhelm Institute for Anthropology, Human Heredity and Eugenics during the Third Reich",2006,39,1,41,88,10.2307/4331990
Emancipation Through Interaction — How Eugenics and Statistics Converged and Diverged,2009,42,4,649,684,10.2307/25650625
Darwin and Inheritance: The Influence of Prosper Lucas,2009,42,4,685,714,10.2307/25650626
"Method as a Function of ""Disciplinary Landscape"": C.D. Darlington and Cytology, Genetics and Evolution, 1932-1950",2006,39,1,165,197,10.2307/4331993
Genes on Chromosomes: The Conversion of Thomas Hunt Morgan,1989,22,1,163,176,10.2307/4331082
"Review: Medicine, Mind, and the Double Brain|Anne Harrington",1989,22,1,177,178,10.2307/4331083
What's the Use: William King Gregory and the Functional Morphology of Fossil Vertebrates,1989,22,1,103,139,10.2307/4331080
Lacépède and Cuvier: A Comparative Case Study of Goals and Methods in Late Eighteenth- and Early Nineteenth-Century Fish Classification,1989,22,1,141,161,10.2307/4331081
Review: Las ciencias médicas básicas en la Valencia del siglo XIX|José María López Piñero,1989,22,1,181,182,10.2307/4331086
Review: Atlas epidemiográfico del cólera de 1885 en España; con diez y ocho mapas representando la marcha invasora de la epidemia en la península|Philipp Hauser,1989,22,1,182,183,10.2307/4331087
Review: The Heritage of Experimental Embryology: Hans Spemann and the Organizer|Viktor Hamburger,1989,22,1,179,180,10.2307/4331084
Review: Free Radical: Albert Szent-Gyorgyi and the Battle over Vitamin C|Ralph W. Moss,1989,22,1,180,181,10.2307/4331085
Review: El grabado en la ciencia hispánica|José María López Piñero,1989,22,1,183,184,10.2307/4331088
Review: George Gaylord Simpson: Paleontologist and Evolutionist|Léo F. Laporte,2002,35,1,175,178,10.2307/4331712
Review: The Theory of Island Biogeography|Robert H. MacArthur;Edward O. Wilson,2002,35,1,178,179,10.2307/4331713
"To Err and Win a Nobel Prize: Paul Boyer, ATP Synthase and the Emergence of Bioenergetics",2002,35,1,149,172,10.2307/4331710
The Eugenics Industry: Growth or Restructuring?,1993,26,1,131,145,10.2307/4331247
Review: Stuffed Animals and Pickled Heads: The Culture and Evolution of Natural History Museums|Stephen T. Asma,2002,35,1,185,187,10.2307/4331717
"On the Road to the Origin with Darwin, Hooker, and Gray",1993,26,1,1,38,10.2307/4331242
"From Enlightenment to Naturphilosophie: Marcus Herz, Johann Christian Reil, and the Problem of Border Crossings",1993,26,1,39,64,10.2307/4331243
Review: On Her Own Terms: Annie Montague Alexander and the Rise of Science in the American West|Barbara R. Stein,2002,35,1,187,188,10.2307/4331718
Review: Journeys through Paradise: Pioneering Naturalists in the Southeast|Gail Fishman,2002,35,1,188,190,10.2307/4331719
Review: Evolution and the Myth of Creationism: A Basic Guide to the Facts and the Evolution Debate|Tim M. Berra,1993,26,1,147,148,10.2307/4331248
Review: Narratives of Human Evolution|Misia Landau,1993,26,1,149,153,10.2307/4331249
"Book Review: Hallam Stevens, Life Out of Sequence: A Data-Driven History of Bioinformatics",2014,47,,495,496,10.1007/s10739-014-9389-9
Review: Science as Autobiography: The Troubled Life of Niels Jerne|Thomas Söderqvist;David Mel Paul,2004,37,2,409,411,10.2307/4331888
Review: The Microbial Models of Molecular Biology: From Genes to Genomes|Rowland H. Davis,2004,37,2,411,412,10.2307/4331889
Review: Francis Galton: Pioneer of Heredity and Biometry|Michael Bulmer,2004,37,2,395,398,10.2307/4331882
Review: The Funding of Scientific Racism: Wickliffe Draper and the Pioneer Fund|William H. Tucker,2004,37,2,398,400,10.2307/4331883
Review: Darwin and the Barnacle: The Story of One Tiny Creature and History's Most Spectacular Scientific Breakthrough|Rebecca Stott,2004,37,2,391,392,10.2307/4331880
Review: Hewett Cottrell Watson: Victorian Plant Ecologist and Evolutionist|Frank N. Egerton,2004,37,2,393,395,10.2307/4331881
Review: Biology and Revolution in Twentieth-Century China|Laurence Schneider,2004,37,2,404,406,10.2307/4331886
Review: Keywords and Concepts in Evolutionary Developmental Biology|Brian K. Hall;Wendy M. Olson,2004,37,2,406,408,10.2307/4331887
Review: Inspiring Science: Jim Watson and the Age of DNA|John R. Inglis;Joseph Sambrook;Jan A. Witkowski,2004,37,2,400,402,10.2307/4331884
Review: Genetic Nature/Culture: Anthropology and Science beyond the Two-Culture Divide|Alan H. Goodman;Deborah Heath;M. Susan Lindee,2004,37,2,402,404,10.2307/4331885
Review: Edwin J. Cohn and the Development of Protein Chemistry. With a Detailed Account of His Work on the Fractionation of Blood during and after World War II|Douglas M. Surgenor,2005,38,1,163,165,10.2307/4331930
"""The Tools of the Discipline: Biochemists and Molecular Biologists"": A Comment",1996,29,3,451,462,10.2307/4331408
"Review: Biology Takes Form: Animal Morphology and the German Universities, 1800-1900|Lynn K. Nyhart",1996,29,3,463,465,10.2307/4331409
"Molecular Biologists, Biochemists, and Messenger RNA: The Birth of a Scientific Network",1996,29,3,417,445,10.2307/4331406
"""Biochemists and Molecular Biologists: Laboratories, Networks, Disciplines"": Comments",1996,29,3,447,450,10.2307/4331407
"Sequences, Conformation, Information: Biochemists and Molecular Biologists in the 1950s",1996,29,3,361,386,10.2307/4331404
"Comparing Experimental Systems: Protein Synthesis in Microbes and in Animal Tissue at Cambridge (Ernest F. Gale) and at the Massachusetts General Hospital (Paul C. Zamecnik), 1945-1960",1996,29,3,387,416,10.2307/4331405
The Tools of the Discipline: Biochemists and Molecular Biologists,1996,29,3,327,330,10.2307/4331402
"Wendell Stanley's Dream of a Free-Standing Biochemistry Department at the University of California, Berkeley",1996,29,3,331,360,10.2307/4331403
"Contrasting Approaches to a Biological Problem: Paul Boyer, Peter Mitchell and the Mechanism of the ATP Synthase, 1961–1985",2012,46,,699,737,10.1007/s10739-012-9343-7
"Review: Nature's Ghosts: Confronting Extinction from the Age of Jefferson to the Age of Ecology|Mark V. Barrow, Jr.",2010,43,1,203,206,10.2307/25650648
Review: The History of Natural History: An Annotated Bibliography|Gavin Bridson,2010,43,1,195,197,10.2307/25650646
Review: Imperial Nature: Joseph Hooker and the Practices of Victorian Science|Jim Endersby,2010,43,1,199,202,10.2307/25650647
"Revisiting the ""Quiet Debut"" of the Double Helix: A Bibliometric and Methodological note on the ""Impact"" of Scientific Publications",2010,43,1,159,181,10.2307/25650644
The Paradox of the Phage Group: Essay Review,2010,43,1,183,193,10.2307/25650645
Stems and Standards: Social Interaction in the Search for Blood Stem Cells,2010,43,1,67,109,10.2307/25650642
Scientific Discovery and Scientific Reputation: The Reception of Peyton Rous' Discovery of the Chicken Sarcoma Virus,2010,43,1,111,157,10.2307/25650643
"The Embryo Project: An Integrated Approach to History, Practices, and Social Contexts of Embryo Research",2010,43,1,1,16,10.2307/25650640
"Of Mice and Men: Evolution and the Socialist Utopia. William Morris, H.G. Wells, and George Bernard Shaw",2010,43,1,17,66,10.2307/25650641
The Historiography of Immunology Is Still in Its Infancy,1999,32,1,205,215,10.2307/4331514
"Review: Die Evolution und der Naturschutz. Zum Verhältnis von Evolutionsbiologie, Ökologie und Naturethik|Thomas Potthast",2001,34,2,400,401,10.2307/4331668
Review: Die Entstehung Der Synthetischen Theorie. Beiträge Zur Geschichte Der Evolutionsbiologie in Deutschland 1930-1950|Thomas Junker;Eve-Marie Engels,2001,34,2,401,403,10.2307/4331669
"""[A]re Norway Rats... Things?"": Diversity versus Generality in the Use of Albino Rats in Experiments on Development and Sexuality",2001,34,2,287,314,10.2307/4331662
"""Strictly for the Birds"": Science, the Military and the Smithsonian's Pacific Ocean Biological Survey Program, 1963-1970",2001,34,2,315,352,10.2307/4331663
The Practitioner of Science: Everyone Her Own Historian,2001,34,2,229,245,10.2307/4331660
"""In Ways Unacademical"": The Reception of Carleton S. Coon's ""The Origin of Races""",2001,34,2,247,285,10.2307/4331661
Review: Utopia's Garden: French Natural History from Old Regime to Revolution|E. C. Spary,2001,34,2,397,398,10.2307/4331666
Review: Life Stories: World-Renowned Scientists Reflect on Their Lives and the Future of Life on Earth|Heather Newbold,2001,34,2,398,399,10.2307/4331667
The Portuguese Naturalist Correia da Serra (1751-1823) and His Impact on Early Nineteenth-Century Botany,2001,34,2,353,393,10.2307/4331664
Review: Finding Order in Nature: The Naturalist Tradition from Linnaeus to E.O. Wilson|Paul L. Farber,2001,34,2,395,396,10.2307/4331665
"Mr. Darwin's Critics, Old and New",1973,6,1,155,165,10.2307/4330591
The Recent Historiography of Genetics,1973,6,1,125,154,10.2307/4330590
Bonnet and Buffon: Theories of Generation and the Problem of Species,1973,6,2,259,281,10.2307/4330597
Henry Ravenel (1814-1887): Views on Evolution in Social Context,1988,21,3,457,472,10.2307/4331069
The Re-Examination of Spallanzani's Interpretation of the Role of the Spermatic Animalcules in Fertilization,1973,6,2,193,223,10.2307/4330595
"The Background to Otto Warburg's Conception of the ""Atmungsferment""",1973,6,2,171,192,10.2307/4330594
"From Anomaly to Unification: Tracy Sonneborn and the Species Problem in Protozoa, 1954-1957",1999,32,1,93,132,10.2307/4331510
Six Recent Additions to the History of Physiology in the USSR,1973,6,2,317,334,10.2307/4330599
"The Selection of the ""Survival of the Fittest""",1988,21,3,411,424,10.2307/4331067
"Review: Nature's Enigma. The Problem of the Polyp in the Letters of Bonnet, Trembley, and Réaumur, Memoirs, 174|Virginia P. Dawson",1988,21,2,354,355,10.2307/4331060
Review: Studies on the Structure and Development of Vertebrates|Edwin S. Goodrich,1988,21,2,355,356,10.2307/4331061
"Review: Cholera: The American Scientific Experience, 1947-1980|W. E. van Heyningen;John R. Seal",1984,17,3,438,439,10.2307/4330915
"Review: Darwin's Plots: Evolutionary Narrative in Darwin, George Eliot and Nineteenth-Century Fiction|Gillian Beer",1984,17,3,,,10.2307/4330914
"Review: Science and Medicine in France: The Emergence of Experimental Physiology, 1790-1855|John Lesch",1984,17,3,436,438,10.2307/4330913
Review: China and Charles Darwin|James Reeve Pusey,1984,17,3,435,436,10.2307/4330912
Review: The Earth Sciences: An Annotated Bibliography|Roy Porter,1984,17,3,434,435,10.2307/4330911
Review: The Eclipse of Darwinism: Anti-Darwinian Evolution Theories in the Decades around 1900|Peter J. Bowler,1984,17,3,433,434,10.2307/4330910
Progress and Its Problems,1999,32,1,197,204,10.2307/4331513
E. G. Conklin on Evolution: The Popular Writings of an Embryologist,1985,18,1,31,50,10.2307/4330919
Organotherapy and the Emergence of Reproductive Endocrinology,1985,18,1,1,30,10.2307/4330918
The Transformation of the Science of Nutrition,1975,8,1,135,144,10.2307/4330628
Biology and Philosophy: The Methodological Foundations of Biometry,1975,8,1,85,93,10.2307/4330625
Félix de Azara: the Myth of the Isolated Genius in Spanish Science,1975,8,1,67,83,10.2307/4330624
The Purpose of Immunity: Landsteiner's Interpretation of the Human Isoantibodies,1975,8,1,115,133,10.2307/4330627
Were the Opium Poppy and Opium Known in the Ancient near East?,1975,8,1,95,114,10.2307/4330626
"""Un Naturalista Original"": Don Félix de Azara, 1746-1821",1975,8,1,15,66,10.2307/4330623
A Word about Descartes' Mechanistic Conception of Life,1975,8,1,1,13,10.2307/4330622
"Review: Album of Science: From Leonardo to Lavoisier, 1450-1800|I. Bernard Cohen Album of Science: The Nineteenth Century|L. Pearce Williams",1982,15,2,318,319,10.2307/4330823
"Review: Freud, Biologist of the Mind: Beyond the Psychoanalytic Legend|Frank J. Sulloway",1982,15,2,317,318,10.2307/4330822
How Scientists View Their Heroes: Some Remarks on the Mechanism of Myth Construction,1982,15,2,281,315,10.2307/4330821
New Developments in Darwin Studies?,1982,15,2,275,280,10.2307/4330820
Review: Linnaeus: Progress and Prospects in Linnaean Research|Gunnar Broberg,1982,15,2,322,323,10.2307/4330827
Review: An Imagined World: A Story of Scientific Discovery|June Goodfield,1982,15,2,321,322,10.2307/4330826
"Review: Epistolario, 1. Carteggio con Leopoldo Marc'Antonio Caldani, 1758-1794|Renato G. Mazzolini;Giuseppe Ongaro;Felice Fontana;Marc'Antonio Caldani Felice Fontana, 1730-1805: An Annotated Bibliography, Studi su Felice Fontana, 1|Peter K. Knoefel",1982,15,2,320,321,10.2307/4330825
Review: Why Do Animals Breathe? Physiological Problems and Iatromechanical Research in the Early Eighteenth Century|Diana Long Hall,1982,15,2,319,320,10.2307/4330824
Introduction – Special Section: Harvard Fatigue Laboratory,2015,48,,361,364,10.1007/s10739-015-9411-x
Amoebae as Exemplary Cells: The Protean Nature of an Elementary Organism,2008,41,2,307,337,10.2307/29737549
"William Bateson from ""Balanoglossus"" to ""Materials for the Study of Variation"": The Transatlantic Roots of Discontinuity and the (Un)naturalness of Selection",2008,41,2,267,305,10.2307/29737548
The Gentleman and the Rogue: The Collaboration between Charles Darwin and Carl Vogt,2008,41,2,237,266,10.2307/29737547
Conservation and Wildlife Management in South African National Parks 1930s-1960s,2008,41,2,203,236,10.2307/29737546
"Review: American Sexual Character: Sex, Gender, and National Identity in the Kinsey Reports|Miriam G. Reumann",2008,41,1,197,199,10.2307/29737541
"Review: Brazil through the Eyes of William James: Letters, Diaries, and Drawings, 1865-1866 (O Brasil No Olhar de William James: Cartas, Diírios e Desenhos, 1865-1866)|Maria Helena P. T. MacHado;John M. Monteiro",2008,41,1,194,196,10.2307/29737540
"Review: Science without Laws. Model Systems, Cases, Exemplary Narratives|Angela N. H. Creager;Elizabeth Lunbeck;M. Norton Wise",2008,41,1,199,202,10.2307/29737542
"Book Review: Sarah S. Richardson, Sex Itself: The Search for Male and Female in the Human Genome",2014,47,,329,331,10.1007/s10739-014-9380-5
"Book Review: Nathaniel Comfort, The Science of Human Perfection: How Genes Became the Heart of American Medicine",2013,46,,547,549,10.1007/s10739-013-9361-0
"Theodore W. Pietsch, Trees of Life: A Visual History of Evolution (Baltimore: The Johns Hopkins University Press, 2012)",2013,46,,761,763,10.1007/s10739-013-9369-5
"Reinventing Richard Goldschmidt: Reputation, Memory, and Biography",2011,44,4,693,712,10.2307/41488429
Helical Biography and the Historical Craft: The Case of Altruism and George Price,2011,44,4,671,691,10.2307/41488428
Farewell Editorial,2011,44,4,603,605,10.2307/41488423
A Difficult Time with the Permit Process,2011,44,1,103,123,10.2307/41488390
Review: Hybrid: The History and Science of Plant Breeding|Noel Kingsbury,2011,44,1,153,154,10.2307/41488393
"Review: The Eye of the Lynx: Galileo, His Friends, and the Beginnings of Modern Natural History|David Freedberg",2011,44,3,599,601,10.2307/41488420
When Your Sources Talk Back: Toward a Multimodal Approach to Scientific Biography,2011,44,4,651,669,10.2307/41488427
Review: The Second Jurassic Dinosaur Rush: Museums and Paleontology in America at the Turn of the Twentieth Century|Paul D. Brinkman,2011,44,1,155,157,10.2307/41488394
A Life More Ordinary: The Dull Life but Interesting Times of Joseph Dalton Hooker,2011,44,4,611,631,10.2307/41488425
"Introduction to the Special Issue - ""Scientific Biography: A Many Faced Art Form""",2011,44,4,607,609,10.2307/41488424
"Review: Charles Darwin's ""The Life of Erasmus Darwin""|Desmond King-Hele;Charles Darwin Charles Darwin's ""Beagle"" Diary|Richard Darwin Keynes;Charles Darwin",2003,36,2,428,430,10.2307/4331820
Robert Warington and the Moral Economy of the Aquarium,1986,19,1,131,153,10.2307/4330960
Review: Hormonal Chaos: The Scientific and Social Origins of the Environmental Endocrine Hypothesis|Sheldon Krimsky,2001,34,1,195,197,10.2307/4331639
ELSI's Revenge,2001,34,1,183,193,10.2307/4331638
Review: The Writing Life of James Watson|Errol C. Friedberg,2005,38,2,384,385,10.2307/4331951
On the Origins of the Quinarian System of Classification,2015,49,,95,133,10.1007/s10739-015-9419-2
Redrawing the Boundaries of Molecular Biology: The Case of Photosynthesis,1993,26,1,65,87,10.2307/4331244
The Origin of DNA:RNA Hybridization,1993,26,1,89,107,10.2307/4331245
Aristotle's Biology and the Transplantation of Organs,1993,26,1,109,129,10.2307/4331246
Review: Sparks of Life: Darwinism and the Victorian Debates over Spontaneous Generation|James E. Strick,2002,35,1,173,175,10.2307/4331711
Mendel and Meiosis,1979,12,1,137,173,10.2307/4330729
Review: A Fascination for Fish: Adventures of an Underwater Pioneer|David C. Powell,2002,35,1,183,185,10.2307/4331716
Review: The Creationists|Ronald L. Numbers,1993,26,2,375,378,10.2307/4331271
Review: Nature Lost? Natural Science and the German Theological Traditions of the Nineteenth Century|Frederick Gregory,1993,26,2,373,375,10.2307/4331270
"Review: Darwin and the General Reader: The Reception of Darwin's Theory of Evolution in the British Periodical Press, 1859-1872|Ellegård Alvar",1993,26,2,380,381,10.2307/4331273
Review: One Long Argument: Charles Darwin and the Genesis of Modern Evolutionary Thought|Ernst Mayr,1993,26,2,378,380,10.2307/4331272
Introductory Notes,1993,26,3,,,10.2307/4331277
"Renato Dulbecco and the New Animal Virology: Medicine, Methods, and Molecules",1993,26,3,409,442,10.2307/4331279
"Technique, Task Definition, and the Transition from Genetics to Molecular Genetics: Aspects of the Work on Protein Synthesis in the Laboratories of J. Monod and P. Zamecnik",1993,26,3,387,407,10.2307/4331278
Review: Finding Darwin's God: A Scientist's Search for Common Ground between God and Evolution|Kenneth R. Miller,2002,35,1,181,183,10.2307/4331715
Review: Marshes of the Ocean Shore: Development of an Ecological Ethic|Joseph V. Siry,1986,19,1,159,160,10.2307/4330964
Nicolas Rashevsky's Mathematical Biophysics,2004,37,2,333,385,10.2307/4331877
The Politics of Ecology in South Africa on the Radical Left,2004,37,2,303,331,10.2307/4331876
"From Virus Research to Molecular Biology: Tobacco Mosaic Virus in Germany, 1936-1956",2004,37,2,259,301,10.2307/4331875
"Pragmatism, Patronage and Politics in English Biology: The Rise and Fall of Economic Biology 1904-1920",2004,37,2,213,258,10.2307/4331874
